022,022,022,022,022,022,073,074,075,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,
022,022,022,022,022,076,077,078,077,079,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,
022,022,022,022,022,080,078,077,081,082,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,
022,073,074,075,022,083,084,085,086,087,022,022,022,022,022,022,022,022,073,074,075,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,
076,077,078,077,079,022,088,089,090,091,022,022,022,022,022,022,022,076,077,078,077,079,022,022,022,022,022,022,022,022,022,022,022,022,022,073,074,075,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,073,074,075,022,022,022,022,022,022,022,
080,078,077,081,082,022,092,093,094,022,022,073,074,075,022,022,022,080,078,077,081,082,022,022,022,022,022,022,022,022,022,022,022,022,076,077,078,077,079,022,022,022,022,022,073,074,075,022,022,022,022,022,022,076,077,078,077,079,022,022,073,074,075,022,
083,084,085,086,087,022,022,022,022,022,076,077,078,077,079,022,022,083,084,085,086,087,022,029,030,022,022,073,074,075,022,022,022,022,080,078,077,081,082,022,022,022,022,076,077,078,077,079,022,022,022,022,022,080,078,077,081,082,022,076,077,078,077,079,
022,088,089,090,091,037,038,022,022,022,080,078,077,081,082,029,030,022,088,089,090,091,022,031,032,022,076,077,078,077,079,022,022,022,083,084,085,086,087,022,029,030,022,080,078,077,081,082,022,022,022,022,022,083,084,085,086,087,022,080,078,077,081,082,
022,092,093,094,022,039,040,041,042,043,083,084,085,086,087,031,032,022,092,093,094,028,022,022,022,022,080,078,077,081,082,022,029,030,022,088,089,090,091,022,031,032,022,083,084,085,086,087,022,022,022,037,038,022,088,089,090,091,022,083,084,085,086,087,
108,022,029,030,027,028,022,044,045,046,022,088,089,090,091,022,109,113,113,114,114,108,022,022,037,038,083,084,085,086,087,028,031,032,022,092,093,094,022,022,022,022,022,022,088,089,090,091,022,047,048,039,040,022,092,093,094,022,022,022,088,089,090,091,
112,108,031,032,109,113,113,114,113,114,108,092,093,094,028,109,115,119,119,120,120,112,113,108,039,040,028,088,089,090,091,022,109,113,114,108,022,028,109,113,114,108,022,022,092,093,094,022,022,049,050,022,109,113,114,113,114,108,022,022,092,093,094,022,
118,112,113,114,115,119,119,120,119,120,112,113,114,114,127,128,121,124,124,125,125,118,119,112,113,108,027,092,093,094,022,109,115,119,120,112,113,114,115,119,120,112,113,114,108,022,022,022,022,051,052,109,115,119,120,119,120,112,113,114,108,022,022,022,
123,118,119,120,121,124,124,125,124,125,118,119,120,120,129,130,126,022,022,022,022,123,124,118,119,112,113,114,114,113,114,115,121,124,125,118,119,120,121,124,125,118,119,120,112,113,114,113,114,113,114,115,121,124,125,124,125,118,119,120,112,113,114,108,
009,123,124,125,126,006,008,008,009,027,123,124,125,125,131,132,022,022,022,022,022,022,022,123,124,118,119,120,120,119,120,121,126,022,022,123,124,125,126,022,022,123,124,125,118,119,120,119,120,119,120,121,126,022,006,007,009,123,124,125,118,119,120,112,
015,008,007,008,008,016,000,000,015,009,028,033,034,022,022,022,022,022,022,022,022,022,022,022,022,123,124,125,125,124,125,126,022,022,022,022,022,022,022,022,022,022,022,022,123,124,125,124,125,124,125,126,022,022,014,000,015,007,008,009,123,124,125,118,
000,000,000,000,000,000,000,000,000,015,009,035,036,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,006,016,000,000,000,000,015,007,008,009,123,
000,000,000,000,000,000,000,000,000,000,015,009,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,010,000,000,000,000,000,000,000,000,015,009,
000,000,000,000,000,000,000,000,000,000,000,013,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,014,000,000,000,000,000,000,000,000,000,015,
000,000,000,000,000,000,000,000,000,000,000,017,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,006,016,000,000,000,000,000,000,000,000,000,000,
000,000,000,000,000,000,000,000,000,000,011,021,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,010,000,000,000,000,000,000,000,000,000,000,000,
000,000,000,000,000,000,000,000,000,000,013,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,018,012,000,000,000,000,000,000,000,000,000,000,
000,000,000,000,000,000,000,000,000,000,013,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,010,000,000,000,000,000,000,000,000,000,000,
000,000,000,000,000,000,000,000,000,000,013,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,022,014,000,000,000,000,000,000,000,000,000,000,
